timestamp,"rule.level","rule.description","full_log"
"Apr 4, 2020 @ 14:53:05.900",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:53:05.868",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:53:04.196",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:53:04.165",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:53:01.290",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NdisVirtualBus\Parameters\Wdf' checksum changed.
Old md5sum was: '3f03fecf7ce5aadefb5cab6ffaa05faa'
New md5sum is : 'c66b183a17660843a68e85ab0783b570'
Old sha1sum was: '28ce914f14dd2d187d30924e93ca0a6a7385abab'
New sha1sum is : '82d2a45ff16d72f993fb907a1d9432d297767914'
"
"Apr 4, 2020 @ 14:52:59.743",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\msisadrv\Parameters\Wdf' checksum changed.
Old md5sum was: 'b8c3b69a51fc59b265023c4b7e9ed57f'
New md5sum is : 'c28024f789d0e17086a88a75440b3e55'
Old sha1sum was: 'e58cfda03bb6bdc0e0ce6fa9d7730eac7402a2fb'
New sha1sum is : 'e3a8730432f63c9cb6b89edce1afa857e55a623d'
"
"Apr 4, 2020 @ 14:52:58.759",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\monitor\Parameters\Wdf' checksum changed.
Old md5sum was: '044589c37bc4852348838fb502a9a0ba'
New md5sum is : '48a50efbf42edd3d3af178271fb7fad4'
Old sha1sum was: '6dba2499db8b93171cc3064fe87359b07d9df7e9'
New sha1sum is : '7d220712a8daa09739da3a946c285a3ec85329b2'
"
"Apr 4, 2020 @ 14:52:58.619",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:58.603",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2a06c\TriggerInfo\0' was added.
"
"Apr 4, 2020 @ 14:52:58.587",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:54.633",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanServer\Parameters' checksum changed.
Old md5sum was: 'e0a88757732adb4d0d3a7edc290ee929'
New md5sum is : 'a7421ab81e260fb95e61bbd0617b8757'
Old sha1sum was: 'd318c91983cd767243b4a3d870ac9035a5c36a5f'
New sha1sum is : 'cbfb40a8144b212f0fdfa053000bf43102638185'
"
"Apr 4, 2020 @ 14:52:53.243",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\intelppm\Parameters\Wdf' checksum changed.
Old md5sum was: '3f03fecf7ce5aadefb5cab6ffaa05faa'
New md5sum is : 'c66b183a17660843a68e85ab0783b570'
Old sha1sum was: '28ce914f14dd2d187d30924e93ca0a6a7385abab'
New sha1sum is : '82d2a45ff16d72f993fb907a1d9432d297767914'
"
"Apr 4, 2020 @ 14:52:50.758",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HDAudBus\Parameters\Wdf' checksum changed.
Old md5sum was: 'd7bd7fc504ac1841a21cde8f25341a4a'
New md5sum is : '5273eb6ce6ddc4cc85cc2038dd24bd3b'
Old sha1sum was: '4ac5259d3f2506c63bd0bb18af2f072b91c2fe73'
New sha1sum is : '73319e7c95ecb62647296057bac746d9a86b04d6'
"
"Apr 4, 2020 @ 14:52:49.993",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\gencounter\Parameters\Wdf' checksum changed.
Old md5sum was: '3f03fecf7ce5aadefb5cab6ffaa05faa'
New md5sum is : 'c66b183a17660843a68e85ab0783b570'
Old sha1sum was: '28ce914f14dd2d187d30924e93ca0a6a7385abab'
New sha1sum is : '82d2a45ff16d72f993fb907a1d9432d297767914'
"
"Apr 4, 2020 @ 14:52:48.149",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:52:40.025",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\State' checksum changed.
Old md5sum was: '8063f6fdc0522dd77a0610639c5056e4'
New md5sum is : '1b5a91bc3771d592416bfbadca5eaa21'
Old sha1sum was: '5ce924849d32af7b03c0706d5d5e2f7496eb461a'
New sha1sum is : '6b52b75fe3595cdaa03ca25c633d15755382428d'
"
"Apr 4, 2020 @ 14:52:33.915",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Dnscache\Parameters\Probe\{a957488a-bcc3-4136-8332-2c86058caa77}' checksum changed.
Old md5sum was: '3146f0ba92fe0170094d9d545db4b252'
New md5sum is : '1add02cca992decdd3dbfd1a3afb1b66'
Old sha1sum was: '4d2f1ef3223c6acc42b5a3b6be685daaa743a056'
New sha1sum is : 'f052b598f0d90c3e4224e33ed5e8db0774b2a3ef'
"
"Apr 4, 2020 @ 14:52:32.680",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:32.649",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:32.571",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:32.540",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:32.212",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DeviceAssociationBrokerSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:32.181",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DeviceAssociationBrokerSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:31.868",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CredentialEnrollmentManagerUserSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:31.837",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CredentialEnrollmentManagerUserSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:31.680",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:31.664",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:31.478",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CompositeBus\Parameters\Wdf' checksum changed.
Old md5sum was: 'c24356a255f876bd6fccfcb32936aae9'
New md5sum is : '61ab47c110186181be5841f0689573b8'
Old sha1sum was: 'bbde208ff893d96d36d0af5f942c549646a33ded'
New sha1sum is : '84a0f5edd7ca01077ce40b0b34caf30a5c540757'
"
"Apr 4, 2020 @ 14:52:30.071",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:30.055",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:29.899",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:29.868",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:29.774",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:29.758",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:27.633",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:27.617",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c\TriggerInfo\4' was added.
"
"Apr 4, 2020 @ 14:52:27.587",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c\TriggerInfo\3' was added.
"
"Apr 4, 2020 @ 14:52:27.571",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c\TriggerInfo\2' was added.
"
"Apr 4, 2020 @ 14:52:27.556",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c\TriggerInfo\1' was added.
"
"Apr 4, 2020 @ 14:52:27.540",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c\TriggerInfo\0' was added.
"
"Apr 4, 2020 @ 14:52:27.508",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:26.696",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BcastDVRUserService_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:26.681",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BcastDVRUserService_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:26.383",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-90-0-1' checksum changed.
Old md5sum was: 'ea109dad61f26278b2a007ef17c996b7'
New md5sum is : '391e6190a43f25a6d49b328e881151f2'
Old sha1sum was: '65aaeb86d6981ea8d7cb0875bc5974767c52e2e7'
New sha1sum is : 'cb89eae2ff9d767b122c251ae24344032323577c'
"
"Apr 4, 2020 @ 14:52:26.367",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: 'b9c939bb4103da27bcb085a47d9614db'
New md5sum is : '9057fba4630e09ce70521eb5fd36d298'
Old sha1sum was: '98c5954e670ce716b157d2f76bc614f20494e8cb'
New sha1sum is : '7087d6d51528c07bb2426ba2614f9da2b354198a'
"
"Apr 4, 2020 @ 14:52:26.336",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-18' checksum changed.
Old md5sum was: '4743bf5169df2fe349c39c2c4b10c0ec'
New md5sum is : '5202222deaf563b19616c59012a497e7'
Old sha1sum was: 'e221e2b5b3f6c85c64e2d06cd98fae818a2759cc'
New sha1sum is : 'b88fa88cf50848d8bac9d14b3d9e7fd30c205558'
"
"Apr 4, 2020 @ 14:52:22.322",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\AarSvc_2a06c' was added.
"
"Apr 4, 2020 @ 14:52:22.306",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\AarSvc_2a06c\Security' was added.
"
"Apr 4, 2020 @ 14:52:14.758",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:51:28.492",3,"Software Protection service scheduled successfully",
"Apr 4, 2020 @ 14:51:05.835",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:50:58.664",5,"License Activation (slui.exe) failed",
"Apr 4, 2020 @ 14:50:58.619",3,"Windows User Logoff",
"Apr 4, 2020 @ 14:50:58.603",5,"License Activation (slui.exe) failed",
"Apr 4, 2020 @ 14:50:58.538",3,"Windows Workstation Logon Success",
"Apr 4, 2020 @ 14:50:49.677",3,"The Windows Search Service started",
"Apr 4, 2020 @ 14:50:49.397",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:50:49.366",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:50:49.231",3,"The database engine attached a database",
"Apr 4, 2020 @ 14:50:49.123",3,"The database engine is starting a new instance",
"Apr 4, 2020 @ 14:50:47.551",3,"Windows Workstation Logon Success",
"Apr 4, 2020 @ 14:50:47.344",5,"SessionEnv was unavailable to handle a notification event",
"Apr 4, 2020 @ 14:50:46.447",7,"SessionEnv was unavailable to handle a critical notification event",
"Apr 4, 2020 @ 14:50:46.131",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:50:45.539",3,"Ossec agent started.","ossec: Agent started: 'windows-10->any'."
"Apr 4, 2020 @ 14:50:01.640",5,"SessionEnv was unavailable to handle a notification event",
"Apr 4, 2020 @ 14:50:01.613",5,"WSearch was unavailable to handle a notification event",
"Apr 4, 2020 @ 14:49:38.267",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:49:34.034",3,"Service startup type was changed",
"Apr 4, 2020 @ 14:49:24.674",3,"Software Protection service scheduled successfully",
"Apr 4, 2020 @ 14:48:17.329",3,"The database engine attached a database",
"Apr 4, 2020 @ 14:48:17.232",3,"The database engine has completed recovery steps",
"Apr 4, 2020 @ 14:48:17.178",3,"The database engine is replaying log file C:\Winnt\system32\wins\j50.log",
"Apr 4, 2020 @ 14:48:17.138",3,"The database engine is initiating recovery steps",
"Apr 4, 2020 @ 14:48:17.122",3,"The database engine is starting a new instance",
"Apr 4, 2020 @ 14:47:31.008",4,"Summary event of the report's signatures",
"Apr 4, 2020 @ 14:47:27.446",3,"Windows Logon Success",
"Apr 4, 2020 @ 14:47:26.586",9,"Windows Application error event",
