timestamp,"rule.level","rule.description","full_log"
"Apr 4, 2020 @ 16:43:23.665",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CompositeBus\Parameters\Wdf' checksum changed.
Old md5sum was: '67c10bdce559c177fe0d89a2be194410'
New md5sum is : 'ba12a00cc49fb36d8162dcbe904ef1a8'
Old sha1sum was: '4bac1afb15742d4fecc03d097a595ea33eed5376'
New sha1sum is : '818f9eca9844c709fbfd5213563e7963319d5968'
"
"Apr 4, 2020 @ 16:43:26.415",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Dnscache\Parameters\Probe\{a957488a-bcc3-4136-8332-2c86058caa77}' checksum changed.
Old md5sum was: '903b8f5bbc25f56d3fac80d5240a6156'
New md5sum is : '4e73781ca94f96529b305e483ab177a3'
Old sha1sum was: '0acdfeec8685fdcaec51aa86a23df09cd0f828e6'
New sha1sum is : 'ffdfde7db93ec9a9eeda8bf729e49dc5503d7f1b'
"
"Apr 4, 2020 @ 16:43:35.789",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\State' checksum changed.
Old md5sum was: 'a397028e02aba031e9a6ca6ee2322c66'
New md5sum is : 'a50565eb5ea31fac522e0235eae98a5f'
Old sha1sum was: 'e1b5f87525d9b51c14a1dc0fb6f9183e950d4dd8'
New sha1sum is : '227fdbbd4919b9750af3564422e695d446104f93'
"
"Apr 4, 2020 @ 16:43:43.994",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\FDResPub\ServiceData' checksum changed.
Old md5sum was: '8babdce3ab05d3473a80df927d06237f'
New md5sum is : 'ae9643074ec7a4ef81bb63a482e527c9'
Old sha1sum was: 'e353e522c03a6a1e27f132fba0a42bb0a83e4bf3'
New sha1sum is : 'bb90e1460f2a74046f7b573529a69b9faa6b3a52'
"
"Apr 4, 2020 @ 16:43:44.947",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\gencounter\Parameters\Wdf' checksum changed.
Old md5sum was: '91719a43ee1d9abe2cfbc1a69b82550c'
New md5sum is : '62c6556f67affdb39777191a82841f1a'
Old sha1sum was: 'c9429e02ac797b3eeb56ad03665a88cc10366270'
New sha1sum is : 'a5837346c9a0ee689d6c15d990ac8c21c9b3a7df'
"
"Apr 4, 2020 @ 16:43:45.634",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HDAudBus\Parameters\Wdf' checksum changed.
Old md5sum was: '3879a39655c450780e274d024098bdb5'
New md5sum is : '9d56a0bc769d18ce9a67ee2c49d46de4'
Old sha1sum was: '8d6f073ffa5ccb93f82238394c9d0c663088a3db'
New sha1sum is : '6ea3ce8f9b9fd2500d50eb2575c74cb9d1ce7bed'
"
"Apr 4, 2020 @ 16:43:48.244",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\intelppm\Parameters\Wdf' checksum changed.
Old md5sum was: '91719a43ee1d9abe2cfbc1a69b82550c'
New md5sum is : '62c6556f67affdb39777191a82841f1a'
Old sha1sum was: 'c9429e02ac797b3eeb56ad03665a88cc10366270'
New sha1sum is : 'a5837346c9a0ee689d6c15d990ac8c21c9b3a7df'
"
"Apr 4, 2020 @ 16:43:49.603",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanServer\Parameters' checksum changed.
Old md5sum was: 'bad2d92e8c5f76681c68068d36d9f8de'
New md5sum is : '6beea6cc73556c0a7100373a9a84405c'
Old sha1sum was: 'a72e7b39c1d81678ec13d5d1bb05ce48683f8df2'
New sha1sum is : '18c9b7e997e1b326d9b89cffacc38033497283b5'
"
"Apr 4, 2020 @ 16:43:55.978",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\monitor\Parameters\Wdf' checksum changed.
Old md5sum was: 'a22f4624fc957eb22f371c4f482524df'
New md5sum is : 'a83bfa32b3017669d77eb2a8184aab38'
Old sha1sum was: '432b869a738326466b200cc25be6d8307cfdc040'
New sha1sum is : 'a37d254f321f43e39850a1673d621dc9dc24c1cd'
"
"Apr 4, 2020 @ 16:43:56.947",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\msisadrv\Parameters\Wdf' checksum changed.
Old md5sum was: 'b86fbb8c7365f0cd160fe1dd1a4e4de8'
New md5sum is : 'fcf1d20da1fca5699efa750b5b7d5afc'
Old sha1sum was: 'f01eba6dbe74107285007351b77304e1a19bc18e'
New sha1sum is : '1b82de12f22bfd2c6e753c01488ae745f1765ebb'
"
"Apr 4, 2020 @ 16:43:58.478",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NdisVirtualBus\Parameters\Wdf' checksum changed.
Old md5sum was: '91719a43ee1d9abe2cfbc1a69b82550c'
New md5sum is : '62c6556f67affdb39777191a82841f1a'
Old sha1sum was: 'c9429e02ac797b3eeb56ad03665a88cc10366270'
New sha1sum is : 'a5837346c9a0ee689d6c15d990ac8c21c9b3a7df'
"
"Apr 4, 2020 @ 16:44:05.619",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\rdyboost\Diagnostics' checksum changed.
Old md5sum was: 'b94f00fb649e58278413ddb218687776'
New md5sum is : 'fa742e572a0ab3ad838cdc36f548a2e7'
Old sha1sum was: '4e632334dcf3fb5f87a71c66694dd9a1eb5fdbc7'
New sha1sum is : '4bd92b98f3142283ddbfa0b8875cc0e446f8a651'
"
"Apr 4, 2020 @ 16:44:10.073",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch' checksum changed.
Old md5sum was: '728627011eedd28411cf4e1f2a30d1ca'
New md5sum is : 'e7da235d7443b87ea4d5d1ef32857357'
Old sha1sum was: '26576187b3bbee39309e7ebe95de85749ea7b9d2'
New sha1sum is : 'c355c6c799dda0b3767d88f9d370687b8dcadb06'
"
"Apr 4, 2020 @ 16:44:10.103",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch2' checksum changed.
Old md5sum was: '5de0ef21cee3c7b87f2fab30b8b06e2e'
New md5sum is : 'dc9f9e3fba782230828c1350ebdd6327'
Old sha1sum was: '95450da791d27d0a0e456663988211c24b30dbec'
New sha1sum is : 'df82c4e7b328c25ab2a829fbb36079904d347a00'
"
"Apr 4, 2020 @ 16:44:12.166",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\srvnet\Parameters' checksum changed.
Old md5sum was: '3d3a643354245020081ae89e531e5f43'
New md5sum is : 'b7992042185fc6ec85e366e31893c993'
Old sha1sum was: '388ea0001ce3a9c23720ba87edb0e1b1510b7b4e'
New sha1sum is : '7da8cd2c012f8b55d1d5ce23f9ccdf45379c55ad'
"
"Apr 4, 2020 @ 16:44:16.837",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{10cb9356-9dd8-4d03-959f-611e879a11a6}' checksum changed.
Old md5sum was: 'bb30a4865d0fe96a2d7b53b843e8fa0a'
New md5sum is : '0fd732e438748e2bf5d1fb96900c3e25'
Old sha1sum was: '98ca91600e4060c62dc2cc91468e632c4fdc3ef6'
New sha1sum is : '573f5029f5c8c8c783af29fc49c7c868a675c269'
"
"Apr 4, 2020 @ 16:44:18.838",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\umbus\Parameters\Wdf' checksum changed.
Old md5sum was: '67c10bdce559c177fe0d89a2be194410'
New md5sum is : 'ba12a00cc49fb36d8162dcbe904ef1a8'
Old sha1sum was: '4bac1afb15742d4fecc03d097a595ea33eed5376'
New sha1sum is : '818f9eca9844c709fbfd5213563e7963319d5968'
"
"Apr 4, 2020 @ 16:44:19.979",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBHUB3\Parameters\Wdf' checksum changed.
Old md5sum was: '342765c52f3fd7b50e5188adb30a0ede'
New md5sum is : '1b61874c0f3937cf641410502c4e4f04'
Old sha1sum was: '6d803f7cc7de0ae861402e45b8a1442595a4b544'
New sha1sum is : 'cd4e6b8fcd0dc7a9aa34cd764065cce66325b311'
"
"Apr 4, 2020 @ 16:44:20.213",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBXHCI\Parameters\Wdf' checksum changed.
Old md5sum was: 'f6949813e6b9d992278b95b7f209e047'
New md5sum is : '895880f38027cdbcc233f3029d012090'
Old sha1sum was: '8db1fc943f83c30b4bc07f1ed394492c392e7722'
New sha1sum is : '2e368782ef2537fa0912cd004316b58bf94aa7df'
"
"Apr 4, 2020 @ 16:44:20.806",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\vdrvroot\Parameters\Wdf' checksum changed.
Old md5sum was: 'b132e65b4963a54ebee91bcab8914621'
New md5sum is : '7245f178c1230e0203988365bc0f6f80'
Old sha1sum was: '744e1fde2f3ae486cbff69a205e315e1c2f088e3'
New sha1sum is : '780976d4ad4dff40da2ba205e08ea3fb412ea31c'
"
"Apr 4, 2020 @ 16:44:21.088",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Vid\Parameters\Wdf' checksum changed.
Old md5sum was: '67c10bdce559c177fe0d89a2be194410'
New md5sum is : 'ba12a00cc49fb36d8162dcbe904ef1a8'
Old sha1sum was: '4bac1afb15742d4fecc03d097a595ea33eed5376'
New sha1sum is : '818f9eca9844c709fbfd5213563e7963319d5968'
"
"Apr 4, 2020 @ 16:44:22.525",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\VSS\Diag\VolSnap' checksum changed.
Old md5sum was: 'a6934418b12b085c34f2dbaa9e9fa7a0'
New md5sum is : '4de77cf22ac2123ca809e113b4599aab'
Old sha1sum was: 'd9336cc746599b17846d9aa0e03da9cf70d1f3b7'
New sha1sum is : 'ecad3c82974df73b63be77b70320e046f3aee054'
"
"Apr 4, 2020 @ 16:44:23.198",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\SecureTimeLimits\RunTime' checksum changed.
Old md5sum was: '3bed6b4b8101da842bb6afe04a8271c2'
New md5sum is : '937eeb04f75827259e28a380e8e57d87'
Old sha1sum was: '6bcfa900864cb27898f9c3bf26b53fb3b0eb9d2c'
New sha1sum is : '012f68fd04a64e99360a4fb6254c06846699e28b'
"
"Apr 4, 2020 @ 16:44:23.228",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\SecureTimeLimits' checksum changed.
Old md5sum was: '98f645d827b038bfbb3a44a8c17a66ff'
New md5sum is : 'e64836a5cef7b9f14a78cf213c877a27'
Old sha1sum was: '2d81f3892a302534ce0115f4db0ffd4ae3651431'
New sha1sum is : '4a2e9bc4ec6b977acc424612a71e8f374e304740'
"
"Apr 4, 2020 @ 16:44:23.259",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\TimeProviders\NtpClient' checksum changed.
Old md5sum was: 'f7ede040f0bd50f2432cce9ba9720243'
New md5sum is : '729d0877659e4797d3983fddb4576047'
Old sha1sum was: '01b3e39aa29d8c3fccfcaa1089c2a0890d3baaae'
New sha1sum is : '109945df285ffff37e08eaab1d91e55cb59c26c8'
"
"Apr 4, 2020 @ 16:44:33.792",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VolatileUserMgrKey\1\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: 'a0df8d6e879d924da3288b2aa0b85114'
New md5sum is : '78c61eb826dd2b5505c3fbb50e2092ce'
Old sha1sum was: '5b3369bb152c26552a26be399f0ea043686a36fe'
New sha1sum is : 'f660dc8a035e535ac6be80668730ea227b7331fd'
"
"Apr 4, 2020 @ 16:44:33.807",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon' checksum changed.
Old md5sum was: '93c2f688a68bea92ca0316b543b731f9'
New md5sum is : 'dad18a7bc1523711e11366d62925e95a'
Old sha1sum was: '562310fa74b7d8dc4147b75600dba6658f8f1bc8'
New sha1sum is : 'b47613f0586ef95cd590e9399ade1478e383e9f1'
"
"Apr 4, 2020 @ 16:40:18.726",5,"Windows System error event",
"Apr 4, 2020 @ 16:40:24.132",5,"WSearch was unavailable to handle a notification event",
"Apr 4, 2020 @ 16:40:24.179",5,"SessionEnv was unavailable to handle a notification event",
"Apr 4, 2020 @ 16:41:43.161",5,"SessionEnv was unavailable to handle a notification event",
"Apr 4, 2020 @ 16:41:54.884",5,"SCA summary: Benchmark for Windows audit: Score less than 80% (66)",
"Apr 4, 2020 @ 16:41:55.122",5,"License Activation (slui.exe) failed",
"Apr 4, 2020 @ 16:41:55.352",5,"License Activation (slui.exe) failed",
"Apr 4, 2020 @ 16:43:15.868",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\AarSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:15.900",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\AarSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:18.650",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BcastDVRUserService_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:18.666",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BcastDVRUserService_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:19.462",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:19.478",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6\TriggerInfo\0' was added.
"
"Apr 4, 2020 @ 16:43:19.510",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6\TriggerInfo\1' was added.
"
"Apr 4, 2020 @ 16:43:19.540",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6\TriggerInfo\2' was added.
"
"Apr 4, 2020 @ 16:43:19.557",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6\TriggerInfo\3' was added.
"
"Apr 4, 2020 @ 16:43:19.571",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6\TriggerInfo\4' was added.
"
"Apr 4, 2020 @ 16:43:19.587",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:21.899",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:21.915",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:22.015",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:22.025",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:22.243",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:22.259",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:23.864",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:23.885",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:24.072",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CredentialEnrollmentManagerUserSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:24.089",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CredentialEnrollmentManagerUserSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:24.666",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DeviceAssociationBrokerSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:24.697",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DeviceAssociationBrokerSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:24.993",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:25.009",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:25.090",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:25.103",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:43:55.791",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:43:55.809",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2a7e6\TriggerInfo\0' was added.
"
"Apr 4, 2020 @ 16:43:55.837",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2a7e6' was added.
"
"Apr 4, 2020 @ 16:44:01.199",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:44:01.214",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:44:02.900",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:44:02.915",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_2a7e6' was added.
"
"Apr 4, 2020 @ 16:44:03.510",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_2a7e6\Security' was added.
"
"Apr 4, 2020 @ 16:44:03.525",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_2a7e6' was added.
"
