timestamp,"rule.level","rule.description","full_log"
"Apr 4, 2020 @ 15:21:46.262",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Vid\Parameters\Wdf' checksum changed.
Old md5sum was: '1935e9f379e872308a49f6d8f4863bc5'
New md5sum is : 'e9d96c4f08fa655c42db7df4a5acb08c'
Old sha1sum was: 'c9ae2d75231460ef4dab9ce1033d917d8630f141'
New sha1sum is : '8e7fbf7b3eb684559c3317fee8a56fc267f4a434'
"
"Apr 4, 2020 @ 15:21:45.980",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\vdrvroot\Parameters\Wdf' checksum changed.
Old md5sum was: '96f3da64bf19dc1bd781394ccce1fbeb'
New md5sum is : '759d28f3c4daf9bd3a1b6167e51768f0'
Old sha1sum was: 'd27fb1d8e05747b9210064f64aa3c8d84f5e96a6'
New sha1sum is : '538d88752a9e2247561c2c1bcc242887a2f14a8b'
"
"Apr 4, 2020 @ 15:21:45.293",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UserDataSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:21:45.280",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UserDataSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:21:45.155",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBXHCI\Parameters\Wdf' checksum changed.
Old md5sum was: '44e16df733261010319c89f3decf1694'
New md5sum is : 'dd770a92bcb4d716d1fff91aba0a204e'
Old sha1sum was: 'b18203806fe0dae10954bb7bb39c25b8b0d4e978'
New sha1sum is : 'f0f01b5151126b20a75ccdd550d126c6542fdef6'
"
"Apr 4, 2020 @ 15:21:44.995",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBHUB3\Parameters\Wdf' checksum changed.
Old md5sum was: '4559d805700630cd4bcb2f3aec755c25'
New md5sum is : 'd7f681bed4f556d2db6534fdfc35d91d'
Old sha1sum was: '058f1b6c28e41a92ba1b747585b9ac8a56baec34'
New sha1sum is : '0ad5cfd8da8bfd2beb511d8a1f337f5091029df9'
"
"Apr 4, 2020 @ 15:21:44.604",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UnistoreSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:21:44.574",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UnistoreSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:21:44.058",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\umbus\Parameters\Wdf' checksum changed.
Old md5sum was: '1935e9f379e872308a49f6d8f4863bc5'
New md5sum is : '80751be84fe783fc4c0bc870838a3434'
Old sha1sum was: 'c9ae2d75231460ef4dab9ce1033d917d8630f141'
New sha1sum is : '1c2b3822d9de8136120a203722a5860b3c368348'
"
"Apr 4, 2020 @ 15:21:40.635",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{10cb9356-9dd8-4d03-959f-611e879a11a6}' checksum changed.
Old md5sum was: '4c3f002c2542e6c47bd1e5d5526ad531'
New md5sum is : 'ab91aa026c192dd4aa68d5f026066612'
Old sha1sum was: '00ea6b590c5fa5bcac5c671a151c31127ac60089'
New sha1sum is : 'a0938a8d4d20576317a2d3d5115857097801bba3'
"
"Apr 4, 2020 @ 15:21:37.875",3,"Software Protection service scheduled successfully",
"Apr 4, 2020 @ 15:21:37.277",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\srvnet\Parameters' checksum changed.
Old md5sum was: '5d8658099109c05a39f0550c9fe2078d'
New md5sum is : '3d3a643354245020081ae89e531e5f43'
Old sha1sum was: 'bd60f0594b3758e2b86084c77d5b75b32d4df8b1'
New sha1sum is : '388ea0001ce3a9c23720ba87edb0e1b1510b7b4e'
"
"Apr 4, 2020 @ 15:21:35.605",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules' checksum changed.
Old md5sum was: '4ec372e5c956917c47740315de22f258'
New md5sum is : 'd821b0451d0ccaee48c2e3056715cfa6'
Old sha1sum was: '1ebd67340dfc660448dc620eb68e7fb4cf9c565a'
New sha1sum is : '17c9c5437458287926b0cdd4cf95a72ba80b7cb0'
"
"Apr 4, 2020 @ 15:21:35.058",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules' checksum changed.
Old md5sum was: 'e25d33057cf71b330830d5e95b124fe5'
New md5sum is : '3c9907f337ed2c00e7706d077193eb81'
Old sha1sum was: '624751317ab817d1c615abbd24c010d370e34268'
New sha1sum is : 'c77498926ea2ec4a1f354669f5a247c764d2ad51'
"
"Apr 4, 2020 @ 15:21:35.011",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch2' checksum changed.
Old md5sum was: '06e3a0893e8471fe1ad4937da2a83d5f'
New md5sum is : '5de0ef21cee3c7b87f2fab30b8b06e2e'
Old sha1sum was: '0b07d04f35b9382f85cdc6152e8d39398c1f055b'
New sha1sum is : '95450da791d27d0a0e456663988211c24b30dbec'
"
"Apr 4, 2020 @ 15:21:34.995",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch' checksum changed.
Old md5sum was: '5fb1e28e9e1ea88c6ada6523c4164966'
New md5sum is : '0b017ce491fd1b22003082d2585a1327'
Old sha1sum was: 'd1f49ffeb1bbc4493fe5bce52eaf75cccf81560c'
New sha1sum is : 'aba803556e14ebf646bb03cbc539cb30b783ee41'
"
"Apr 4, 2020 @ 15:21:30.213",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\rdyboost\Diagnostics' checksum changed.
Old md5sum was: 'a790734f197ecec9285de0c7c3ee54a1'
New md5sum is : 'b94f00fb649e58278413ddb218687776'
Old sha1sum was: '2a056b4354493d8181a6997a08b72094f1778f22'
New sha1sum is : '4e632334dcf3fb5f87a71c66694dd9a1eb5fdbc7'
"
"Apr 4, 2020 @ 15:21:28.213",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:21:28.198",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:21:27.527",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:21:27.509",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:21:26.308",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:21:26.288",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:21:22.128",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NdisVirtualBus\Parameters\Wdf' checksum changed.
Old md5sum was: '3afaf17706b569cfc181c32e11e3e1e3'
New md5sum is : 'a0da4edfc8c86d5c2f328cbea9d3d099'
Old sha1sum was: '4d4da11dce9a318cf536df3a5f5d41a6c41f70dd'
New sha1sum is : 'bf485c9d0d54845bee69171208deaf1995e19353'
"
"Apr 4, 2020 @ 15:21:18.061",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\msisadrv\Parameters\Wdf' checksum changed.
Old md5sum was: '582b366b698c74fe5d3e40a47e1b8010'
New md5sum is : 'f079a7c2cde745dfaa7735dccfd02c41'
Old sha1sum was: '8961c68f641a2a7819a49e53b3c6e5e24bcee551'
New sha1sum is : 'f8cf1f3dcf5c617ee8d59ad6a81a619341529bc2'
"
"Apr 4, 2020 @ 15:21:16.803",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\monitor\Parameters\Wdf' checksum changed.
Old md5sum was: '1f292403ac7b268e3b11f111ded67e2c'
New md5sum is : 'c5eb944f3cdfc8f8d032d5b0468dfb60'
Old sha1sum was: 'c336ebf7d883f128c8920b416859ef494e2e018c'
New sha1sum is : 'db662f811919aeadcded022158babc95bac56752'
"
"Apr 4, 2020 @ 15:21:16.635",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2b7cd' was added.
"
"Apr 4, 2020 @ 15:21:16.606",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2b7cd\TriggerInfo\0' was added.
"
"Apr 4, 2020 @ 15:21:16.533",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:21:10.969",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanServer\Parameters' checksum changed.
Old md5sum was: '1e18b407d6fa2ba2ca94f603ba4f26b4'
New md5sum is : '811afeeeaebe9434f2200e491b65992c'
Old sha1sum was: '0df5dd168081c6678164f4e60dce87117ddfa87e'
New sha1sum is : '38c8fba2ccf9a7f7ec0e12aebb8ddd91eb350900'
"
"Apr 4, 2020 @ 15:21:09.607",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\intelppm\Parameters\Wdf' checksum changed.
Old md5sum was: '3afaf17706b569cfc181c32e11e3e1e3'
New md5sum is : 'a0da4edfc8c86d5c2f328cbea9d3d099'
Old sha1sum was: '4d4da11dce9a318cf536df3a5f5d41a6c41f70dd'
New sha1sum is : 'bf485c9d0d54845bee69171208deaf1995e19353'
"
"Apr 4, 2020 @ 15:21:06.841",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HDAudBus\Parameters\Wdf' checksum changed.
Old md5sum was: 'da7d5ec8cdd7285f49105e5efe9c6bb8'
New md5sum is : '6755fd8126a3ec89524601d2953e0be3'
Old sha1sum was: 'eb0efa8d18c93a3996afdf9ff649e81a5d40b033'
New sha1sum is : '290387848f6b7d7ef055483799ff8a0ac26b6663'
"
"Apr 4, 2020 @ 15:21:06.081",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\gencounter\Parameters\Wdf' checksum changed.
Old md5sum was: '3afaf17706b569cfc181c32e11e3e1e3'
New md5sum is : 'a0da4edfc8c86d5c2f328cbea9d3d099'
Old sha1sum was: '4d4da11dce9a318cf536df3a5f5d41a6c41f70dd'
New sha1sum is : 'bf485c9d0d54845bee69171208deaf1995e19353'
"
"Apr 4, 2020 @ 15:21:05.060",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\FDResPub\ServiceData' checksum changed.
Old md5sum was: '180219dd3d5cd4e9bd4f437e6b975dc1'
New md5sum is : '8babdce3ab05d3473a80df927d06237f'
Old sha1sum was: 'c8b4a3f4d649c55502e3e419db9da373945302cb'
New sha1sum is : 'e353e522c03a6a1e27f132fba0a42bb0a83e4bf3'
"
"Apr 4, 2020 @ 15:21:00.123",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:20:55.047",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\State' checksum changed.
Old md5sum was: 'c5c6ddae9a35331147842cd5448debe5'
New md5sum is : '752d02e3caedd553c0777cceab48739a'
Old sha1sum was: 'cba0805b3a87df3e8916c67705d47828f0618ed0'
New sha1sum is : 'd088d26eabd27ded9310455e6838e2296ba41013'
"
"Apr 4, 2020 @ 15:20:47.544",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Dnscache\Parameters\Probe\{a957488a-bcc3-4136-8332-2c86058caa77}' checksum changed.
Old md5sum was: '385c9184ac544829488be8ce5b5671ff'
New md5sum is : 'd48e4ad1513d228238afb53902df064f'
Old sha1sum was: 'fa617e764e334ea237bea1af00d403f462f50d6f'
New sha1sum is : '35582ea845e1fcd5f80387607ffae37f3b9bb20a'
"
"Apr 4, 2020 @ 15:20:46.091",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:46.075",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:46.013",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:45.997",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:45.748",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DeviceAssociationBrokerSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:45.732",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DeviceAssociationBrokerSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:45.184",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CredentialEnrollmentManagerUserSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:45.169",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CredentialEnrollmentManagerUserSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:44.982",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:44.966",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:44.825",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CompositeBus\Parameters\Wdf' checksum changed.
Old md5sum was: '1935e9f379e872308a49f6d8f4863bc5'
New md5sum is : 'e9d96c4f08fa655c42db7df4a5acb08c'
Old sha1sum was: 'c9ae2d75231460ef4dab9ce1033d917d8630f141'
New sha1sum is : '8e7fbf7b3eb684559c3317fee8a56fc267f4a434'
"
"Apr 4, 2020 @ 15:20:43.606",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:43.591",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:43.424",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:43.389",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:43.252",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:43.232",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:40.966",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:40.937",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd\TriggerInfo\4' was added.
"
"Apr 4, 2020 @ 15:20:40.905",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd\TriggerInfo\3' was added.
"
"Apr 4, 2020 @ 15:20:40.888",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd\TriggerInfo\2' was added.
"
"Apr 4, 2020 @ 15:20:40.873",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd\TriggerInfo\1' was added.
"
"Apr 4, 2020 @ 15:20:40.858",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd\TriggerInfo\0' was added.
"
"Apr 4, 2020 @ 15:20:40.841",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BluetoothUserService_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:39.952",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BcastDVRUserService_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:39.935",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BcastDVRUserService_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:39.669",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-90-0-2' checksum changed.
Old md5sum was: 'cc131ed9046fdc4473415eda7dfda2bd'
New md5sum is : '3c103fb65c38ddc72e97c82b21c94a74'
Old sha1sum was: '9384caab289e45a45d742e5aa407d878d3097b5a'
New sha1sum is : 'd5ea3065712606e0ca494a7501b14f02c2efff00'
"
"Apr 4, 2020 @ 15:20:39.656",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-90-0-1' checksum changed.
Old md5sum was: '34d7c82c5e420ab011490952e3ec24d9'
New md5sum is : 'c27dbca062ca06a70a39612561b7c82d'
Old sha1sum was: '88ab8d62bed217dca932dc4cb700cedfda2782c0'
New sha1sum is : 'd83d981337b440cae6327e24c113e9d8524a5fce'
"
"Apr 4, 2020 @ 15:20:39.638",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: 'f99554cc3af126a43609b522296e3789'
New md5sum is : '83f33b7a512d7bb9d2926bf38e588f68'
Old sha1sum was: '79e65a0a0aa4ac842cd2db7310b55b8ce48384cf'
New sha1sum is : '0b27022fba35b561c54e96e35d085c2fe2815c04'
"
"Apr 4, 2020 @ 15:20:39.622",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-438079597-2123118846-2669748851-1000' checksum changed.
Old md5sum was: '3de12a32ccbd37717a2ea08417d7fddc'
New md5sum is : '21c20e9307ad43dbf66b7a80761f0ae8'
Old sha1sum was: 'b7451a316325cba8f20dce525a6e35a14bc91803'
New sha1sum is : '9f188f582f1b626cd2abfc5045f67af326f52d7b'
"
"Apr 4, 2020 @ 15:20:39.606",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-18' checksum changed.
Old md5sum was: '519c95147a332fa984f21fa352a3e6fd'
New md5sum is : '21f6133d49aa702ddb2203de2145bce7'
Old sha1sum was: '22be62c29307035d650978bc7ed1fcc26546a41e'
New sha1sum is : '1fe6493056f2b0c366fdb06a6d474200ee7f3874'
"
"Apr 4, 2020 @ 15:20:37.326",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\AarSvc_2b7cd' was added.
"
"Apr 4, 2020 @ 15:20:37.311",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\AarSvc_2b7cd\Security' was added.
"
"Apr 4, 2020 @ 15:20:22.856",5,"License Activation (slui.exe) failed",
"Apr 4, 2020 @ 15:20:17.936",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:20:15.529",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:20:15.475",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:20:15.437",5,"System time changed",
"Apr 4, 2020 @ 15:20:15.423",5,"System time changed",
"Apr 4, 2020 @ 15:19:44.637",3,"Software Protection service scheduled successfully",
"Apr 4, 2020 @ 15:19:26.668",3,"Windows User Logoff",
"Apr 4, 2020 @ 15:19:26.644",3,"Windows User Logoff",
"Apr 4, 2020 @ 15:19:26.576",3,"Windows Workstation Logon Success",
"Apr 4, 2020 @ 15:19:26.558",3,"Windows Workstation Logon Success",
"Apr 4, 2020 @ 15:19:23.418",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:19:14.409",5,"SCA summary: Benchmark for Windows audit: Score less than 80% (66)",
"Apr 4, 2020 @ 15:19:10.426",5,"License Activation (slui.exe) failed",
"Apr 4, 2020 @ 15:19:07.046",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:19:06.952",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:19:06.838",3,"The Windows Search Service started",
"Apr 4, 2020 @ 15:19:06.761",9,"Benchmark for Windows audit: Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)' is set to 'Disabled': Status changed from 'not applicable' to failed",
"Apr 4, 2020 @ 15:19:06.608",3,"The database engine attached a database",
"Apr 4, 2020 @ 15:19:06.527",3,"The database engine is starting a new instance",
"Apr 4, 2020 @ 15:19:04.263",5,"SessionEnv was unavailable to handle a notification event",
"Apr 4, 2020 @ 15:19:03.952",3,"Windows Workstation Logon Success",
"Apr 4, 2020 @ 15:19:03.942",3,"Windows Workstation Logon Success",
"Apr 4, 2020 @ 15:19:03.308",7,"SessionEnv was unavailable to handle a critical notification event",
"Apr 4, 2020 @ 15:19:01.094",3,"Windows Logon Success",
"Apr 4, 2020 @ 15:18:59.122",3,"Ossec agent started.","ossec: Agent started: 'windows-10->any'."
"Apr 4, 2020 @ 15:18:09.641",3,"Windows User Logoff",
"Apr 4, 2020 @ 15:18:09.601",5,"Windows System error event",
"Apr 4, 2020 @ 15:18:08.924",5,"SessionEnv was unavailable to handle a notification event",
"Apr 4, 2020 @ 15:18:08.908",5,"WSearch was unavailable to handle a notification event",
"Apr 4, 2020 @ 15:17:57.592",3,"Software Protection service scheduled successfully",
"Apr 4, 2020 @ 15:17:20.115",3,"Software Protection service scheduled successfully",
"Apr 4, 2020 @ 15:16:38.823",3,"Proof of Purchase installed successfully",
"Apr 4, 2020 @ 15:15:12.924",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon' checksum changed.
Old md5sum was: 'd2afe6cd3b0d76b57e79a6a2e287c7ea'
New md5sum is : 'a42aba8bfc3fa20348a9721ae0ca3460'
Old sha1sum was: 'e025dd55baf1c0980b048620023acc71bdbf6c85'
New sha1sum is : 'e9eb87c9f46d8fb813cc6fdd1b8c16b59b46ad4f'
"
