"@timestamp",message,"log.file.path"
"May 28, 2020 @ 13:18:28.657","05/28/2020-13:18:23.643183  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50114 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:18:28.657","05/28-13:18:23.256740  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50114 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:18:13.610","05/28/2020-13:18:11.915692  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50111 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:18:13.610","05/28-13:18:11.618625  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50111 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:18:06.608","05/28/2020-13:18:01.273359  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50110 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:18:06.608","05/28-13:18:01.015501  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50110 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:51.605","05/28-13:17:50.414091  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50106 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:51.605","05/28/2020-13:17:50.731881  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50106 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:48.603","05/28/2020-13:17:45.042884  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50102 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:48.603","05/28-13:17:44.757604  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50102 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:41.598","05/28-13:17:39.181592  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50101 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:41.598","05/28/2020-13:17:39.457905  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50101 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:34.567","05/28/2020-13:17:33.898339  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50100 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:34.554","05/28-13:17:33.568527  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50100 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:31.564","05/28/2020-13:17:28.284330  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50097 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:31.553","05/28-13:17:27.991017  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50097 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:24.561","05/28/2020-13:17:22.639659  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50096 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:24.547","05/28-13:17:22.352269  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50096 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:17.556","05/28/2020-13:17:17.021695  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50095 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:17.533","05/28-13:17:16.398731  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50095 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:16.533","05/28-13:17:10.843225  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50092 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:17:14.555","05/28/2020-13:17:11.113841  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50092 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:17:01.530","05/28-13:16:57.726240  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50089 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:59.552","05/28/2020-13:16:58.018693  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50089 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:54.523","05/28-13:16:52.152664  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50087 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:52.550","05/28/2020-13:16:52.429203  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50087 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:49.549","05/28/2020-13:16:46.833669  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50085 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:47.521","05/28-13:16:46.396940  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50085 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:44.518","05/28-13:16:40.744091  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50083 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:42.545","05/28/2020-13:16:41.054784  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50083 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:37.515","05/28-13:16:28.545429  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50075 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:37.515","05/28-13:16:34.199205  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50082 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:35.543","05/28/2020-13:16:35.391599  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50082 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:32.541","05/28/2020-13:16:28.846647  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50075 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:25.537","05/28/2020-13:16:22.236061  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50058 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:22.512","05/28-13:16:21.238591  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50058 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:19.502","05/28-13:16:15.645649  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50051 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:18.534","05/28/2020-13:16:15.973775  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50051 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:12.501","05/28-13:16:10.034263  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50047 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:11.524","05/28/2020-13:16:10.330823  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50047 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:16:05.498","05/28-13:16:00.248673  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50040 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:16:04.521","05/28/2020-13:16:01.136995  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50040 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:58.495","05/28-13:15:54.577408  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50034 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:57.499","05/28/2020-13:15:54.866558  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50034 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:51.493","05/28-13:15:48.991354  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50026 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:50.496","05/28/2020-13:15:49.265686  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50026 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:48.491","05/28-13:15:46.426203  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50024 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:47.494","05/28/2020-13:15:46.709652  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50024 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:45.491","05/28/2020-13:15:44.135823  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50023 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:45.489","05/28-13:15:43.838390  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50023 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:42.490","05/28/2020-13:15:41.547457  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50019 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:41.490","05/28/2020-13:15:38.748253  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50010 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:41.488","05/28-13:15:37.847438  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50010 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:41.488","05/28-13:15:41.057849  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50019 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:34.487","05/28/2020-13:15:32.516049  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:50002 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:34.485","05/28-13:15:32.225896  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:50002 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:31.486","05/28/2020-13:15:29.953284  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:49992 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:31.483","05/28-13:15:29.649923  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49992 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:28.482","05/28/2020-13:15:27.323007  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:49986 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:28.481","05/28-13:15:26.987956  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49986 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:28.481","05/28/2020-13:15:24.665437  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:49974 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:28.480","05/28-13:15:23.669672  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49974 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:21.478","05/28-13:15:19.935319  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49973 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:21.478","05/28/2020-13:15:20.244212  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:49973 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:18.477","05/28/2020-13:15:15.437188  [**] [1:2024732:5] ET MALWARE DNS Query For TURNEDUP.Backdoor CnC (googlmail) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {UDP} 172.16.2.2:59771 -> 172.16.2.1:53","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:18.477","05/28/2020-13:15:16.780402  [**] [1:2825294:2] ETPRO MALWARE StoneDrill POST Login Request [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49971 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:18.477","05/28/2020-13:15:17.605349  [**] [1:2808510:5] ETPRO MALWARE StoneDrill Wiper Checkin 2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 172.16.2.2:49972 -> 58.158.177.102:80","/var/log/suricata/fast.log"
"May 28, 2020 @ 13:15:18.477","05/28-13:15:15.437188  [**] [1:2024732:3] ET TROJAN DNS Query For TURNEDUP.Backdoor CnC (googlmail) [**] [Classification: A Network Trojan was detected] [Priority: 1] {UDP} 172.16.2.2:59771 -> 172.16.2.1:53","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:18.477","05/28-13:15:16.414374  [**] [1:2825294:1] ETPRO TROJAN StoneDrill POST Login Request [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49971 -> 58.158.177.102:80","/var/log/snort/alert.fast"
"May 28, 2020 @ 13:15:18.477","05/28-13:15:17.298368  [**] [1:2808510:3] ETPRO TROJAN StoneDrill Wiper Checkin 2 [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 172.16.2.2:49972 -> 58.158.177.102:80","/var/log/snort/alert.fast"
